סמל ועדה,שם ישוב,סמל ישוב,בזב,מצביעים,פסולים,כשרים,אמת,אצ,ב,ג,ד,ום,ז,זך,זנ,זץ,ט,י,יז,ינ,יץ,יק,כן,ך,ל,מחל,מרצ,נז,ני,נף,נץ,נק,נר,עם,פה,ף,צ,ץ,ק,קי,קך,קנ,קץ,רז,שס,ת
3,חזון,1047,255,221,2,219,2,0,0,7,0,0,0,0,0,0,38,0,0,0,0,0,8,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1
4,טבריה,6700,33750,20810,105,20705,140,37,128,1600,5,12,0,0,0,0,2689,3,39,0,0,3,1112,1,797,8391,68,0,11,3,7,2,1,18,1212,4,38,1,2,0,2,7,38,2,4329,3
5,טורעאן,498,10111,5003,42,4961,17,0,1,1,909,2299,0,0,0,0,2,1,0,0,0,1,16,2,1,67,63,0,1,0,1,0,1,1528,30,2,0,2,1,0,1,1,2,1,10,0
6,יאנוחגת,1295,4462,1730,7,1723,86,0,4,0,10,120,6,0,0,0,2,0,0,0,0,0,391,0,596,126,58,0,1,0,1,1,0,16,226,0,2,0,0,0,0,7,4,0,66,0
13,יבנה,2660,34165,25810,113,25697,600,80,190,239,1,12,0,0,1,1,3319,2,119,0,2,1,2872,3,739,9257,332,4,8,2,4,7,3,8,4924,7,47,1,3,1,12,7,60,17,2803,9
2,יד השמונה,1134,170,121,1,120,1,2,3,0,0,1,1,0,0,0,2,0,0,0,0,0,32,0,23,18,2,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,11,0,0,0
3,כורזים,1252,345,226,4,222,31,1,2,2,0,1,0,0,0,0,15,0,4,0,0,0,43,0,3,33,25,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,2,0,2,0
18,כמהין,1291,153,106,0,106,15,0,2,1,0,0,0,0,0,0,13,0,0,0,0,0,29,0,0,12,8,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0
19,כפר סבא,6900,74595,52097,200,51897,3349,225,576,259,15,112,4,2,0,3,3634,10,162,2,3,10,6609,2,1953,11432,2560,132,10,1,12,18,3,54,18414,18,80,3,20,0,10,12,272,1,1908,7
3,כפר שמאי,605,349,252,0,252,4,0,1,7,0,0,0,0,0,0,87,0,0,0,0,0,7,0,0,109,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,26,0
12,לוד,7000,51239,30948,295,30653,281,77,335,1876,5196,595,3,3,1,7,4737,7,82,2,2,6,1118,18,1833,8267,210,0,7,6,11,8,5,931,2056,19,62,19,9,2,9,10,48,11,2765,19
17,מבקיעים,573,390,296,0,296,8,0,1,3,0,0,0,0,0,0,49,0,9,0,0,0,43,0,4,109,4,0,0,0,0,0,0,1,46,0,0,0,0,0,0,0,0,0,19,0
2,מגדל עוז,3561,266,167,0,167,0,0,40,3,0,0,0,0,0,0,74,0,0,0,0,0,11,0,0,34,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0
3,מנרה,347,213,139,0,139,44,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,26,1,4,6,7,0,0,0,0,0,0,1,43,0,0,0,0,0,0,0,1,0,0,1
18,מעגלים,1082,1090,886,1,885,2,1,13,6,0,0,0,0,0,0,264,0,1,0,0,0,22,0,2,413,1,0,0,0,0,0,0,0,11,0,2,0,0,0,0,0,2,0,145,0
3,נווה אטיב,4303,180,96,0,96,7,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,20,0,1,22,2,0,0,0,0,0,0,0,28,1,0,0,1,0,0,0,2,0,0,0
2,נחליאל,3767,346,266,2,264,1,0,4,29,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0
18,ניצני סיני,1280,231,150,0,150,13,0,5,0,0,0,0,0,0,0,11,0,6,0,0,0,35,0,4,19,3,0,0,0,0,0,0,0,48,1,1,0,0,0,0,0,2,0,2,0
5,ניר יפה,165,461,334,1,333,12,1,0,0,0,0,1,0,0,0,37,0,3,0,0,0,82,0,4,104,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,1,1,0,21,0
13,נס ציונה,7200,32855,24520,112,24408,1484,72,160,122,4,42,0,1,0,1,1855,5,109,0,1,0,3954,0,670,5752,947,1,4,1,3,5,0,12,8104,10,42,0,3,2,5,9,100,4,920,4
6,עין המפרץ,289,733,539,2,537,78,0,0,0,0,1,0,0,0,0,6,0,1,0,0,0,67,0,5,14,164,0,0,0,0,2,0,2,189,0,0,0,1,0,0,0,5,0,2,0
3,עמוקה,1212,156,104,0,104,14,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,13,0,3,11,22,0,0,0,0,0,0,1,34,0,0,0,0,0,0,0,2,0,0,0
2,עמיחי,3824,100,86,0,86,0,0,1,1,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,עפולה,7700,45255,28625,217,28408,441,92,177,1590,31,36,1,1,2,2,3512,2,88,3,1,1,2010,3,2228,12074,180,2,33,3,6,8,1,15,3272,12,55,4,12,1,10,11,59,8,2413,8
3,קדרים,1211,208,136,0,136,32,1,1,0,0,0,0,0,0,0,6,0,1,0,0,0,18,0,0,11,13,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,1,0,0,0
13,רחובות,8400,104382,71904,319,71585,2996,262,1008,2502,40,126,5,2,3,2,9277,11,305,1,1,4,7673,6,3742,18308,2359,11,22,1,18,16,4,62,16738,23,141,3,27,7,26,13,232,16,5578,14
19,רעננה,8700,67088,44650,163,44487,2213,162,1296,501,14,60,2,2,1,3,4438,13,121,1,2,0,6155,1,1154,9135,2023,2,20,0,7,11,4,28,14588,8,71,1,9,0,14,12,186,0,2220,9
18,רתמים,1260,276,220,0,220,1,2,54,0,0,0,0,0,0,0,83,0,2,0,0,0,38,0,1,35,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0
2,שדות מיכה,27,275,206,0,206,1,2,1,13,0,0,0,0,0,0,37,0,0,0,0,0,11,0,0,80,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,57,0
3,שעל,4009,237,180,1,179,14,1,3,0,0,0,0,0,0,0,12,0,1,0,0,0,36,0,5,46,5,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,1,0,6,0
3,שפר,846,319,223,0,223,2,2,0,2,0,0,0,0,0,0,34,0,1,0,0,0,15,0,2,125,5,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,18,0
3,אביבים,1115,347,271,1,270,0,0,2,5,0,0,0,0,0,0,42,0,0,0,0,0,1,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0
5,אביטל,2052,414,328,1,327,2,0,7,6,0,0,0,0,0,0,86,0,1,0,0,0,33,0,2,154,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,28,0
3,אודם,4010,133,99,1,98,10,1,3,0,0,0,2,0,0,0,7,1,0,0,0,0,19,0,1,17,2,0,0,0,0,0,0,0,30,0,0,1,0,0,0,0,4,0,0,0
9,אור עקיבא,1020,17133,10955,76,10879,133,37,117,99,57,7,0,0,1,0,1239,1,30,2,1,1,615,19,812,5130,70,0,3,1,2,1,1,2,1284,2,20,1,0,1,0,4,16,6,1160,4
3,אורטל,4013,269,176,1,175,29,0,4,0,0,0,0,0,0,0,8,0,1,0,0,0,53,0,4,11,10,0,0,0,0,0,0,0,50,0,1,0,0,0,0,0,3,0,1,0
3,איילת השחר,77,826,590,2,588,131,1,7,3,0,0,0,0,0,0,23,0,2,0,0,0,115,0,19,56,44,0,0,0,0,0,0,0,176,1,0,0,0,0,0,0,3,0,6,1
18,אילת,2600,50968,22066,171,21895,403,59,111,141,45,78,3,3,1,1,2443,7,85,1,1,0,2238,6,978,9561,273,2,17,1,5,13,1,55,3678,8,69,3,17,1,4,9,103,2,1462,7
6,בוסתן הגליל,559,748,563,1,562,30,1,4,3,0,0,0,1,0,0,54,0,5,0,0,0,89,0,9,146,16,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,3,0,30,0
5,בועיינהנוגידאת,482,7076,4000,76,3924,23,1,0,0,948,581,2,2,0,1,2,0,0,0,0,2,2,2,0,66,23,0,1,0,1,0,2,2191,44,0,0,0,0,1,1,0,0,0,28,0
10,בית ינאי,200,308,201,0,201,15,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,30,0,2,9,34,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,1,0
10,ביתן אהרן,252,240,87,0,87,9,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,4,10,6,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0
20,בענה,483,6004,3793,45,3748,6,1,1,4,874,1328,2,0,0,1,0,0,2,0,1,0,18,0,1,30,18,1,0,2,0,0,0,1416,11,0,0,5,0,1,0,1,4,0,20,0
3,בר יוחאי,1191,712,474,1,473,0,0,21,30,0,0,0,0,0,0,239,0,0,0,0,0,6,0,1,99,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,72,0
17,גבים,424,474,331,3,328,76,1,2,0,0,0,0,0,0,0,13,0,3,0,0,0,71,0,6,21,35,0,0,0,0,0,0,0,95,0,1,0,0,0,0,0,2,0,2,0
5,גבת,133,702,569,1,568,137,1,0,0,0,1,0,0,0,0,7,0,1,0,0,0,106,0,9,18,41,0,0,0,0,0,0,0,239,0,0,0,0,0,0,1,5,0,1,1
15,גליל ים,346,362,279,1,278,66,2,4,0,2,3,0,0,0,0,2,0,0,0,0,0,55,0,7,8,21,0,0,0,1,0,0,0,95,0,0,0,1,0,0,0,1,0,10,0
13,גן הדרום,1072,344,268,2,266,12,2,0,5,0,0,0,0,0,0,19,0,1,0,0,0,70,0,4,78,5,0,0,0,0,0,0,0,66,0,1,0,0,0,0,0,2,0,1,0
13,גני יוחנן,862,520,391,0,391,14,0,1,2,0,0,0,0,0,0,32,0,1,0,0,0,85,0,6,121,10,0,0,0,0,0,1,0,105,0,2,0,0,0,0,0,0,0,11,0
18,דימונה,2200,28048,17907,148,17759,173,27,92,493,2,4,1,0,0,2,2829,1,65,0,0,0,808,2,864,9058,67,1,6,3,1,1,0,41,1077,4,50,2,4,0,4,3,23,5,2039,7
5,זרזיר,975,5760,2557,19,2538,23,0,0,0,118,105,0,0,1,0,1,0,1,0,0,1,211,0,0,99,47,1,0,1,0,0,0,1881,37,1,0,1,0,0,0,3,1,0,4,1
9,חדרה,6500,79491,49885,310,49575,1264,151,346,565,39,95,4,4,3,2,5150,20,251,4,3,8,4606,40,3250,18962,764,3,18,2,13,9,3,65,9163,15,119,4,23,4,11,10,167,23,4379,13
3,חצור הגלילית,2034,7481,5284,17,5267,26,4,50,905,0,1,0,0,0,0,645,0,14,0,0,0,205,0,145,2276,10,0,0,0,2,1,0,8,157,1,1,0,3,1,0,0,3,0,809,0
3,טובאזנגריה,962,4176,1844,18,1826,15,2,0,1,142,223,28,0,0,0,1,0,0,0,0,0,38,0,1,45,28,0,0,0,1,0,0,1273,10,0,3,0,0,0,2,0,2,1,9,1
11,יהודמונוסון,9400,23695,17592,62,17530,599,42,133,104,4,15,0,0,0,2,1700,1,89,0,1,1,2535,1,436,5853,463,2,4,1,6,1,0,7,4637,5,42,1,8,0,6,4,55,7,762,3
3,יראון,623,367,219,2,217,53,1,1,0,0,1,0,0,0,0,5,0,1,0,0,0,29,0,5,5,16,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,3,0,1,0
1,ירושלים,3000,427858,263426,1488,261938,6512,740,5005,62196,1709,2513,10,10,3,59,37159,25,386,4,2,43,13789,27,4869,50019,7237,6,27,7,30,46,9,748,19560,54,264,17,75,19,39,34,488,31,47999,168
12,ישרש,828,725,559,0,559,9,2,5,1,0,0,0,0,0,2,70,0,2,0,0,0,55,0,5,265,10,0,0,0,0,0,0,0,87,0,0,0,0,0,1,0,2,0,43,0
20,כאבול,504,8117,5697,53,5644,3,1,0,1,1554,2125,1,0,0,0,1,0,1,1,0,0,8,255,0,18,11,0,0,0,0,0,1,1637,11,0,2,6,0,0,0,0,2,0,3,2
17,כוכב מיכאל,824,748,543,2,541,45,1,5,6,0,0,0,0,0,0,25,0,1,0,0,0,108,0,7,77,26,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0,6,0,5,0
6,כסראסמיע,1296,6066,1959,14,1945,91,0,4,0,60,67,48,0,0,0,17,15,0,0,0,0,774,0,326,190,145,0,0,0,0,0,0,15,180,0,1,0,1,0,0,10,0,0,0,1
13,כפר הנגיד,582,761,568,2,566,32,0,5,3,0,0,0,0,0,0,41,0,3,0,0,0,130,0,13,86,17,0,0,0,1,0,0,0,223,0,3,0,0,0,0,0,2,0,7,0
5,כפר יחזקאל,85,763,606,3,603,70,4,5,0,0,3,0,0,0,0,29,1,8,0,0,0,135,0,9,61,32,0,1,0,0,1,0,0,238,1,2,0,0,0,0,0,1,0,2,0
4,כפר כמא,508,2685,946,16,930,79,1,1,0,4,26,0,0,0,0,2,1,7,0,0,0,206,0,17,28,87,0,1,0,0,0,0,184,268,1,7,1,0,0,0,2,3,0,3,1
11,כפר סירקין,249,999,793,1,792,73,1,5,0,0,1,0,0,0,0,36,0,2,0,0,0,169,0,16,101,53,0,0,0,0,1,0,0,322,0,4,0,0,0,0,0,6,0,2,0
3,כרם בן זמרה,664,404,299,1,298,4,0,11,6,0,0,0,0,0,1,57,0,1,0,0,0,37,0,0,142,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,25,0
12,מודיעיןמכביםרעות,1200,65062,48512,141,48371,2656,253,1425,223,13,52,2,2,0,2,4969,6,166,0,0,4,7831,1,1611,10848,1875,11,5,2,11,7,2,30,15041,10,74,1,16,1,3,1,169,4,1037,7
11,מזור,606,844,608,3,605,45,2,3,0,0,1,0,0,0,0,14,0,2,0,0,0,109,0,12,58,41,0,0,0,0,0,0,3,309,0,0,0,0,0,0,1,4,0,1,0
3,משגב עם,378,272,177,2,175,51,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,27,0,11,8,8,0,0,0,0,0,0,1,64,0,1,0,0,0,0,0,0,0,0,0
5,נאעורה,524,1590,860,10,850,9,0,0,0,197,218,0,0,0,0,0,0,0,0,0,0,3,0,0,20,12,0,0,0,0,1,0,383,3,0,0,0,0,0,0,1,1,0,1,1
18,נווה זוהר,1057,57,19,0,19,1,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,2,0
18,ניצנה קהילת חינוך,1195,324,75,1,74,6,0,0,1,2,0,0,0,0,0,6,0,1,0,0,0,6,0,3,10,2,0,0,0,0,0,0,4,27,0,0,0,0,0,0,0,6,0,0,0
17,ניצנים,359,445,355,0,355,71,0,1,1,0,1,0,0,0,0,11,0,3,0,0,0,64,0,9,17,27,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,4,0,0,0
18,ניר משה,2047,436,302,1,301,17,2,2,1,1,1,0,0,0,0,22,1,3,0,0,0,59,0,4,68,8,0,0,0,0,0,0,1,91,0,1,0,0,0,0,0,5,0,14,0
3,עין זיוון,4503,336,231,1,230,19,2,0,0,0,0,0,0,0,0,16,0,0,0,0,0,39,0,12,21,14,0,0,0,0,0,0,0,101,1,0,0,0,0,0,0,5,0,0,0
3,עין קנייא,4502,207,31,0,31,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,2,7,7,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2,0
6,עכו,7600,36479,21391,205,21186,205,30,100,60,1472,2143,2,1,1,30,2137,8,43,2,3,1,850,4,1667,7155,158,1,12,2,3,5,1,1551,1511,10,35,7,9,1,5,4,27,6,1908,16
18,ערד,2560,21098,12113,87,12026,235,33,50,3651,20,35,1,0,0,0,910,1,33,1,0,8,552,4,1815,1925,146,2,10,0,3,2,1,88,2192,2,27,1,3,1,5,4,51,6,201,7
11,פתח תקווה,7900,186029,126612,650,125962,3151,413,2687,5466,30,75,7,4,3,7,17421,21,491,12,13,5,13456,15,7507,35813,1938,12,51,7,23,29,11,54,24952,48,284,12,46,7,36,41,394,24,11356,40
3,צבעון,1213,210,153,1,152,36,0,0,1,0,1,0,0,0,0,7,0,4,0,0,0,9,0,1,9,32,0,0,0,0,0,0,0,38,1,1,0,1,0,0,0,11,0,0,0
5,צנדלה,636,1318,483,7,476,0,0,0,0,228,115,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0,0,0,0,0,0,125,0,0,1,0,0,0,0,0,0,0,0,1
3,צפת,8000,22980,13835,78,13757,70,20,156,2184,25,87,0,0,0,1,2983,1,9,0,0,0,355,2,512,3812,41,1,6,0,1,10,1,48,430,1,27,0,2,1,2,5,15,2,2939,8
3,קלע,4024,301,192,2,190,14,3,6,3,0,0,0,0,0,0,21,1,1,0,0,2,23,0,9,43,9,0,0,0,0,1,0,0,50,0,0,0,0,0,0,0,4,0,0,0
8,קרית אתא,6800,48568,31555,206,31349,496,80,332,607,1,15,0,2,1,2,3809,5,100,2,0,16,2748,3,1689,13409,196,5,26,0,11,8,3,5,4409,5,63,5,13,1,3,11,104,9,3140,15
8,קרית ביאליק,9500,36221,22699,124,22575,652,77,167,194,8,8,2,0,0,4,1853,9,109,1,5,5,2859,1,1591,7634,354,2,19,2,11,9,4,5,5945,6,52,1,13,4,14,7,84,11,836,17
8,קרית ים,9600,36834,20491,215,20276,345,57,97,114,1,11,3,2,3,2,1832,6,80,0,3,5,1565,4,2958,8221,128,5,11,2,20,11,3,11,3418,4,51,2,13,1,7,15,50,14,1183,18
17,קרית מלאכי,1034,17318,12181,70,12111,74,24,80,663,0,2,0,1,1,0,3084,0,32,1,0,1,624,2,168,4582,18,1,4,1,4,3,0,6,290,2,35,1,1,3,5,7,18,1,2369,3
3,ראש פינה,26,2531,1674,7,1667,119,3,18,18,1,12,0,0,0,0,186,0,3,0,0,0,227,0,27,403,141,0,2,0,0,0,0,6,453,1,4,0,1,0,1,0,16,0,25,0
5,רומאנה,539,824,622,8,614,1,1,0,0,94,298,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,213,1,0,0,0,0,1,0,0,0,0,0,0
12,רמלה,8500,50336,32158,348,31810,425,55,108,120,2052,1402,0,0,0,5,4002,7,96,1,1,2,1564,9,1044,12241,314,4,13,4,1,4,4,2009,1991,4,75,8,5,5,6,8,53,4,4149,15
17,שדרות,1031,20509,13246,90,13156,150,37,82,133,5,11,1,0,0,0,3277,1,58,1,1,5,714,1,710,5406,100,0,7,0,4,4,0,16,748,5,34,1,3,2,1,1,24,4,1603,6
18,שובה,761,448,347,1,346,1,0,14,7,0,0,0,0,0,0,120,0,0,0,0,0,6,0,0,154,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,39,0
6,תובל,1172,324,196,0,196,35,0,1,0,1,5,0,0,0,0,3,0,0,0,0,0,15,0,5,11,37,0,0,0,0,0,0,2,74,1,0,0,0,0,0,0,6,0,0,0
14,תל אביב  יפו,5000,436009,259910,1009,258901,24030,1123,1943,2155,4060,3987,11,4,3,13,11578,57,697,3,8,5,28507,38,8571,43815,28399,12,52,7,46,56,8,1809,85078,70,314,35,85,12,55,47,1082,29,11054,43
18,תראבין אצאנעישוב,1346,650,248,5,243,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,143,2,0,0,0,0,0,0,87,1,0,0,0,0,0,0,0,1,0,1,0
2,אבן ספיר,783,506,369,1,368,12,1,4,3,0,0,0,0,0,0,42,0,1,0,0,0,48,0,2,181,10,0,0,0,0,1,0,0,41,0,0,0,0,0,0,0,3,0,18,1
2,אורה,780,831,596,3,593,23,13,5,2,0,1,0,0,0,0,105,0,0,0,0,0,103,0,7,186,8,0,0,0,0,0,0,0,86,0,2,0,0,0,0,0,2,0,50,0
16,אזור,565,8957,6083,35,6048,220,21,62,44,1,6,0,0,1,0,666,1,25,0,0,0,645,0,173,2071,91,0,0,0,0,0,0,2,1271,1,12,2,3,0,1,2,15,0,710,2
11,אלעד,1309,22696,19122,93,19029,9,14,43,6570,0,0,0,1,0,0,2170,0,3,0,0,0,28,1,7,646,4,0,0,0,0,0,0,2,20,1,20,0,2,1,1,1,1,0,9481,3
2,אספר,3754,465,352,2,350,0,0,10,144,0,0,0,0,0,0,134,0,1,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50,0
18,אשבול,71,434,338,0,338,6,0,4,7,0,0,0,0,0,0,58,0,0,0,0,0,47,0,3,126,6,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,1,0,35,0
18,באר אורה,21,366,248,0,248,13,1,0,0,0,1,0,0,0,0,15,0,1,0,0,0,32,0,11,79,11,0,0,0,0,0,0,1,72,0,2,0,0,0,0,0,3,0,6,0
20,בית גן,480,8491,4479,34,4445,273,1,5,0,24,75,2,0,0,1,13,33,0,0,0,0,395,0,386,244,2757,0,0,0,3,0,0,53,160,0,3,0,3,0,1,4,4,0,5,0
2,בית מאיר,751,341,245,0,245,3,0,13,27,0,0,0,0,0,0,82,0,0,0,0,0,15,0,0,63,0,0,0,0,0,0,0,0,6,0,1,0,1,0,0,0,2,0,32,0
2,בית שמש,2610,73655,48496,324,48172,214,56,744,18480,3,9,0,2,0,1,7125,3,52,0,0,1,1239,2,864,7451,82,2,5,3,4,4,8,12,1115,7,65,2,10,4,4,6,54,6,10528,5
2,ביתר עילית,3780,29318,23847,159,23688,8,12,25,14081,0,1,0,0,1,0,1844,0,5,0,0,1,26,1,8,328,2,0,0,0,0,0,0,0,21,0,13,2,1,1,0,0,3,0,7303,1
15,בני ברק,6100,112464,86056,735,85321,135,34,158,51037,3,8,0,1,0,1,3762,4,31,0,0,1,409,1,304,2899,97,2,4,4,4,1,1,9,621,8,34,4,4,3,3,5,23,2,25697,7
10,בני דרור,386,975,519,1,518,54,0,4,0,0,0,0,0,0,0,25,0,1,0,0,0,80,0,5,68,35,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,1,0,5,0
13,בני עיש,1066,5695,3567,52,3515,31,14,19,41,2,0,0,0,0,1,518,0,14,1,0,0,207,4,616,1102,16,1,1,0,2,1,0,2,544,2,14,1,1,1,1,2,5,7,337,7
6,גדיידהמכר,1292,14731,7922,62,7860,23,7,1,2,2505,3289,1,0,2,0,7,0,1,0,5,2,7,1,3,78,88,1,2,2,6,3,1,1714,56,2,7,16,2,2,6,0,7,1,9,1
6,גולס,485,4343,2301,43,2258,52,0,10,1,6,25,2,0,1,0,5,0,7,1,0,0,510,0,672,351,139,0,3,0,0,1,0,34,348,1,2,0,0,0,0,4,11,0,72,0
10,גאולי תימן,872,252,193,1,192,8,1,2,1,8,15,0,0,0,0,28,0,0,0,0,0,10,0,0,82,3,0,0,0,1,0,0,2,24,0,1,0,0,0,0,0,0,1,5,0
5,גבע,86,514,351,0,351,90,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,56,0,6,9,24,0,0,0,0,0,0,1,160,0,0,0,0,0,0,0,1,0,0,0
2,גבעון החדשה,3644,958,650,4,646,18,24,16,2,0,0,1,0,0,0,91,0,0,0,0,0,91,0,36,222,10,0,0,0,0,0,0,0,107,1,1,0,0,0,0,0,4,0,20,2
4,גבעת אבני,1293,1723,1191,4,1187,22,4,20,3,0,0,0,0,0,0,166,0,7,0,0,0,180,0,27,413,21,0,0,0,1,6,0,0,248,0,1,0,0,0,0,0,6,0,62,0
2,גבעת זאב,3730,11447,8755,39,8716,63,26,114,1602,0,0,0,0,0,0,1694,0,15,0,0,5,364,0,86,2038,27,0,0,1,1,0,0,2,399,2,5,0,1,1,1,3,11,1,2253,1
11,גבעת שמואל,681,17785,13311,36,13275,347,74,1216,207,7,9,0,1,0,0,3279,2,31,1,0,1,1559,0,246,3248,223,1,1,1,5,0,0,6,1795,4,33,2,3,4,1,0,28,2,935,3
10,גבעת שפירא,1077,226,177,0,177,18,0,2,0,0,1,0,0,0,0,4,0,0,0,0,0,32,0,3,7,13,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,3,0,2,0
17,גבעתי,793,677,523,0,523,5,2,7,11,0,0,0,0,0,0,84,0,1,0,0,0,90,0,3,218,4,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,64,0
15,גבעתיים,6300,44389,30684,87,30597,3184,181,301,145,29,155,1,3,1,2,1226,3,105,0,0,2,4520,0,1017,4857,2610,0,15,0,5,6,1,26,11502,15,32,0,5,2,2,4,154,6,479,1
17,גברעם,342,419,337,1,336,27,5,3,1,0,0,0,0,0,0,13,0,0,0,0,1,70,0,14,21,21,0,1,0,0,0,0,0,153,1,1,0,0,0,0,0,0,1,3,0
3,גונן,852,360,225,2,223,41,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,24,0,3,13,29,0,0,0,1,1,0,0,90,1,0,0,1,0,0,0,5,0,0,0
13,גן יבנה,166,16695,12371,49,12322,240,44,94,97,2,7,0,2,1,1,1590,3,67,0,1,1,1491,0,348,4596,120,1,0,1,5,3,0,4,2672,1,37,3,4,1,1,2,33,8,840,1
10,גנות הדר,549,749,545,0,545,19,8,5,2,0,0,0,0,0,0,37,0,0,0,0,0,106,0,8,126,8,0,0,0,0,0,0,0,213,0,0,0,1,0,0,0,0,0,12,0
11,גני תקווה,229,16199,12266,31,12235,613,51,119,201,5,19,0,0,0,0,797,2,64,0,0,0,1877,0,350,2510,430,0,1,0,3,4,1,4,4280,2,26,0,2,0,1,2,50,0,819,2
6,הילה,1208,509,330,0,330,37,1,3,0,0,1,0,0,0,0,8,0,1,0,0,0,48,0,0,27,33,0,0,0,0,0,0,0,166,0,1,0,0,0,0,0,4,0,0,0
9,זכרון יעקב,9300,17889,12740,32,12708,741,30,216,615,2,36,0,0,0,0,747,2,25,0,0,0,1744,0,330,2143,762,0,4,0,0,1,0,20,4337,3,17,1,3,0,3,2,74,2,844,4
5,חבר,1110,501,362,1,361,10,3,1,0,0,0,0,0,0,0,50,0,0,0,0,0,45,0,13,158,2,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,2,0,31,0
16,חולון,6600,139194,89124,522,88602,2512,295,579,761,96,54,3,8,3,2,8915,27,403,3,10,5,10323,27,4098,30616,1391,10,21,9,21,15,6,39,18311,26,211,7,28,7,28,32,279,51,9343,27
6,חורפיש,496,4836,2586,9,2577,67,0,6,0,11,67,2,0,1,1,2,2,4,0,0,0,1379,0,379,94,265,0,0,1,0,1,2,24,169,0,3,0,6,0,0,21,1,0,69,0
4,חמאם,993,1230,596,4,592,5,0,0,1,43,79,0,0,0,0,0,0,0,2,0,0,1,0,0,17,10,0,0,0,0,1,0,427,1,0,0,1,0,0,1,1,1,1,0,0
9,חריש,1247,17269,12330,59,12271,279,54,237,442,43,42,99,0,0,1,2651,8,63,0,0,1,777,0,677,2892,160,0,4,0,2,5,0,36,1662,3,30,1,5,0,0,1,58,2,2031,5
3,כפר בלום,357,737,506,3,503,74,0,2,2,0,0,0,0,0,0,24,0,1,0,0,0,109,0,7,78,39,0,0,0,0,1,0,0,159,0,2,0,0,0,0,0,1,0,3,1
6,כפר יאסיף,507,8257,5275,38,5237,23,2,6,3,1524,2805,1,0,1,1,8,0,2,0,2,0,57,1,20,138,91,0,0,1,2,0,0,429,82,0,2,9,2,1,1,3,9,0,11,0
5,כפר מצר,512,1947,1053,9,1044,12,1,0,0,238,185,1,0,0,1,35,0,0,0,0,0,0,0,0,13,44,0,0,0,2,0,0,495,5,0,0,1,0,0,2,1,2,0,5,1
